title,url,price,ImageURL
Cooksville,https://www.glassesshop.com/eyeglasses/fp1568,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202005/5eb91ac41a1bc.jpg"
Prince,https://www.glassesshop.com/eyeglasses/fp1438,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202005/5eb91ab52f793.jpg"
Mandy,https://www.glassesshop.com/eyeglasses/fz1087,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201710/59e01c443bff6.jpg"
Nicole,https://www.glassesshop.com/eyeglasses/fz1083,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201710/59e01c2604ce3.jpg"
Miami,https://www.glassesshop.com/eyeglasses/fz0981,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201704/58f85d7927324.jpg"
Hyannis,https://www.glassesshop.com/eyeglasses/fp1112,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201710/59e55c87434bb.jpg"
Prairie,https://www.glassesshop.com/eyeglasses/fz1461,$34.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202005/5eb913470af6b.jpg"
Taurus,https://www.glassesshop.com/eyeglasses/fp2071,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202006/5ef9605206e7c.jpg"
Annabelle,https://www.glassesshop.com/eyeglasses/fp2086,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202005/5eb8b58e68ce6.jpg"
Irvine,https://www.glassesshop.com/eyeglasses/fp2072,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202005/5eb8b52f69594.jpg"
Hughes,https://www.glassesshop.com/eyeglasses/ft0278,$44.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201901/5c34038810a7e.jpg"
Hearst,https://www.glassesshop.com/eyeglasses/ft0265,$64.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201905/5cdccc2f0a37d.jpg"
Oberlin,https://www.glassesshop.com/eyeglasses/fp2033,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202004/5e914ace4f273.jpg"
Celia,https://www.glassesshop.com/eyeglasses/fm1389,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5d03189638680.jpg"
Burke,https://www.glassesshop.com/eyeglasses/fm1244,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201805/5b05174d38e7e.jpg"
