title,url,price,ImageURL
Horatio,https://www.glassesshop.com/eyeglasses/sm0876,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201812/5c24368513a4f.jpg"
Haywood,https://www.glassesshop.com/eyeglasses/fm1352,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201812/5c243674485c6.jpg"
Ezekiel,https://www.glassesshop.com/eyeglasses/fz1278,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201810/5bbc50f66304b.jpg"
Averies,https://www.glassesshop.com/eyeglasses/fp1828,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cb69b42234af.jpg"
Genevieve,https://www.glassesshop.com/eyeglasses/fz1269,$34.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201810/5bbc509cca408.jpg"
Winchester,https://www.glassesshop.com/eyeglasses/fp1770,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201809/5bac31dd12811.jpg"
Murphy,https://www.glassesshop.com/eyeglasses/fp1747,$39.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201807/5b5fc22e9933f.jpg"
Burke,https://www.glassesshop.com/eyeglasses/fm1243,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201805/5b05174513cea.jpg"
Jean,https://www.glassesshop.com/eyeglasses/fp1717,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201805/5b03bc6e7b94e.jpg"
Isaiah,https://www.glassesshop.com/eyeglasses/fp1642,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5db26823a6070.jpg"
Cooksville,https://www.glassesshop.com/eyeglasses/fp1568,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202005/5eb91ac41a1bc.jpg"
Prince,https://www.glassesshop.com/eyeglasses/fp1438,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202005/5eb91ab52f793.jpg"
Mandy,https://www.glassesshop.com/eyeglasses/fz1087,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201710/59e01c443bff6.jpg"
Nicole,https://www.glassesshop.com/eyeglasses/fz1083,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201710/59e01c2604ce3.jpg"
Miami,https://www.glassesshop.com/eyeglasses/fz0981,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201704/58f85d7927324.jpg"
Hyannis,https://www.glassesshop.com/eyeglasses/fp1112,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201710/59e55c87434bb.jpg"
Prairie,https://www.glassesshop.com/eyeglasses/fz1461,$34.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202005/5eb913470af6b.jpg"
Taurus,https://www.glassesshop.com/eyeglasses/fp2071,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202006/5ef9605206e7c.jpg"
Annabelle,https://www.glassesshop.com/eyeglasses/fp2086,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202005/5eb8b58e68ce6.jpg"
Irvine,https://www.glassesshop.com/eyeglasses/fp2072,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202005/5eb8b52f69594.jpg"
Hughes,https://www.glassesshop.com/eyeglasses/ft0278,$44.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201901/5c34038810a7e.jpg"
Hearst,https://www.glassesshop.com/eyeglasses/ft0265,$64.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201905/5cdccc2f0a37d.jpg"
Oberlin,https://www.glassesshop.com/eyeglasses/fp2033,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202004/5e914ace4f273.jpg"
Celia,https://www.glassesshop.com/eyeglasses/fm1389,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5d03189638680.jpg"
Burke,https://www.glassesshop.com/eyeglasses/fm1244,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201805/5b05174d38e7e.jpg"
Wilker,https://www.glassesshop.com/eyeglasses/sup0622,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cb69b5e59b5c.jpg"
Marlowe,https://www.glassesshop.com/eyeglasses/sup0711,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201907/5d268bd89da12.jpg"
Sudbury,https://www.glassesshop.com/eyeglasses/fp0611,$5.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201703/58dcb60839138.jpg"
Libra,https://www.glassesshop.com/eyeglasses/fp2047,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202002/5e43692687da0.jpg"
Bronx,https://www.glassesshop.com/eyeglasses/fp1977,$12.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5d9ff988f285a.jpg"
,,,
Joni,https://www.glassesshop.com/eyeglasses/fp2024,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202006/5eddf0b0da7ac.jpg"
Evansville,https://www.glassesshop.com/eyeglasses/fp1364,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201808/5b873cb01e9f7.jpg"
Dove,https://www.glassesshop.com/eyeglasses/fp1727,$34.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201807/5b3dcff30c19c.jpg"
Toledo,https://www.glassesshop.com/eyeglasses/fm1405,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5da92c7eb9fb3.jpg"
Labrador,https://www.glassesshop.com/eyeglasses/fp1988,$12.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5d9ff9d397b90.jpg"
Bray,https://www.glassesshop.com/eyeglasses/fp1922,$5.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201908/5d4d18f87ede5.jpg"
Oberlin,https://www.glassesshop.com/eyeglasses/fp2034,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202004/5e914ad60c331.jpg"
Newark,https://www.glassesshop.com/eyeglasses/fm1372,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201903/5c99cd282b827.jpg"
Haywood,https://www.glassesshop.com/eyeglasses/fm1353,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201812/5c2436744bcc2.jpg"
Murphy,https://www.glassesshop.com/eyeglasses/fp1746,$39.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201811/5bebc0387547c.jpg"
Thomasville,https://www.glassesshop.com/eyeglasses/fp1563,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202005/5eb91abca5cd5.jpg"
Haggai,https://www.glassesshop.com/eyeglasses/fp1775,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202005/5ecb7f0658107.jpg"
Gaskell,https://www.glassesshop.com/eyeglasses/sup0568,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201811/5be91fb066b41.jpg"
Joni,https://www.glassesshop.com/eyeglasses/fp2023,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201911/5dd3994cc9705.jpg"
Spender,https://www.glassesshop.com/eyeglasses/sup0633,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cc806c8322f4.jpg"
Fresno,https://www.glassesshop.com/eyeglasses/fp2036,$12.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202002/5e377f634cb1c.jpg"
Horatio,https://www.glassesshop.com/eyeglasses/sm0874,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201812/5c2436850e3f4.jpg"
Terre,https://www.glassesshop.com/eyeglasses/rm0247,$32.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201703/58c7556ccda85.jpg"
Springfield,https://www.glassesshop.com/eyeglasses/fm1409,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5da92c9b54c80.jpg"
Joyce,https://www.glassesshop.com/eyeglasses/fp1505,$12.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201712/5a2f93753d9d9.jpg"
Hillsborough,https://www.glassesshop.com/eyeglasses/fp0989,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201808/5b873cb01adee.jpg"
Burke,https://www.glassesshop.com/eyeglasses/fm1245,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201805/5b0fae09bbb09.jpg"
Hyannis,https://www.glassesshop.com/eyeglasses/fp1110,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201708/5983fe65ed003.jpg"
Bray,https://www.glassesshop.com/eyeglasses/fp1923,$12.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201908/5d4d18fc8b7fc.jpg"
Belle,https://www.glassesshop.com/eyeglasses/fp1768,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201808/5b7e0ee2a1137.jpg"
Joni,https://www.glassesshop.com/eyeglasses/fp2025,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201911/5dd3995ac6aa2.jpg"
Arlene,https://www.glassesshop.com/eyeglasses/fp1763,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5ca2bda91b3a0.jpg"
Jean,https://www.glassesshop.com/eyeglasses/fp1718,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202001/5e23b621cdd27.jpg"
Trenton,https://www.glassesshop.com/eyeglasses/fp1232,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201611/58252d0bc746b.jpg"
Bernardino,https://www.glassesshop.com/eyeglasses/sup0749,$34.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202007/5f1e8ac5b6c35.jpg"
Butler,https://www.glassesshop.com/eyeglasses/fp1843,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cb69b51374f0.jpg"
Lexingto,https://www.glassesshop.com/eyeglasses/fp1694,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201805/5b03be967b506.jpg"
Mika,https://www.glassesshop.com/eyeglasses/sup0652,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201905/5ccf966899ddb.jpg"
Hume,https://www.glassesshop.com/eyeglasses/fz1299,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201901/5c340388202fb.jpg"
Yvette,https://www.glassesshop.com/eyeglasses/sup0782,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202001/5e0eb60c54fcf.jpg"
Celia,https://www.glassesshop.com/eyeglasses/fm1388,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5d03189634ede.jpg"
Darcy,https://www.glassesshop.com/eyeglasses/sm0787,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201811/5bff5bf283882.jpg"
Hume,https://www.glassesshop.com/eyeglasses/fz1298,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201901/5c3403881d955.jpg"
Willie,https://www.glassesshop.com/eyeglasses/sm0860,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201810/5bbc51096d6bb.jpg"
Lexingto,https://www.glassesshop.com/eyeglasses/fp1695,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201805/5b03be9da29e0.jpg"
Kelowna,https://www.glassesshop.com/eyeglasses/fp1409,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201710/59e4597b52b63.jpg"
Buckeye,https://www.glassesshop.com/eyeglasses/fz1094,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201811/5bff5bf27139c.jpg"
Whittier,https://www.glassesshop.com/eyeglasses/fz1313,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5cf8ca4e9765e.jpg"
Iowa,https://www.glassesshop.com/eyeglasses/fz1015,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201707/595c863c38c17.jpg"
Evanston,https://www.glassesshop.com/eyeglasses/sup0791,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202007/5f1e8acd71af1.jpg"
Ezekiel,https://www.glassesshop.com/eyeglasses/fz1279,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201810/5bbc50f665fff.jpg"
Brunswick,https://www.glassesshop.com/eyeglasses/fm1017,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201805/5af13c7ed9208.jpg"
Mile,https://www.glassesshop.com/eyeglasses/sup0827,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202004/5e93cdfbb63f5.jpg"
Watertown,https://www.glassesshop.com/eyeglasses/fp1804,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201903/5c99cd4244575.jpg"
Bronx,https://www.glassesshop.com/eyeglasses/fp1978,$12.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5d9ff98fb140d.jpg"
Thomasville,https://www.glassesshop.com/eyeglasses/fp1565,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201803/5ab49500a3081.jpg"
Virgo,https://www.glassesshop.com/eyeglasses/fm1433,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202002/5e4367005ae53.jpg"
Virgo,https://www.glassesshop.com/eyeglasses/fm1432,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202002/5e4366f95ffae.jpg"
Arlene,https://www.glassesshop.com/eyeglasses/fp1762,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201808/5b7e0ee291eff.jpg"
Taurus,https://www.glassesshop.com/eyeglasses/fp2043,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202002/5e43690b02bb9.jpg"
Rainbow,https://www.glassesshop.com/eyeglasses/fp2013,$12.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5db16a534b675.jpg"
Miami,https://www.glassesshop.com/eyeglasses/fz1391,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5d9ffa6c561dc.jpg"
Dubois,https://www.glassesshop.com/eyeglasses/ft0326,$49.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201908/5d4d180867511.jpg"
Maltz,https://www.glassesshop.com/eyeglasses/fz1370,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201907/5d268bd88f69a.jpg"
,,,
Celia,https://www.glassesshop.com/eyeglasses/fm1387,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5d031896311f6.jpg"
Riverside,https://www.glassesshop.com/eyeglasses/fm1385,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5d031896295ff.jpg"
Whit,https://www.glassesshop.com/eyeglasses/ft0301,$59.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5cf8ca4e8531f.jpg"
Oberlin,https://www.glassesshop.com/eyeglasses/fp2035,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201911/5dbfed02cae13.jpg"
Hume,https://www.glassesshop.com/eyeglasses/fz1297,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201901/5c3403881a8fe.jpg"
Haywood,https://www.glassesshop.com/eyeglasses/fm1354,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201812/5c2436744ec7f.jpg"
Genevieve,https://www.glassesshop.com/eyeglasses/fz1268,$34.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201810/5bbc509cc7c07.jpg"
Vivian,https://www.glassesshop.com/eyeglasses/fz1250,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201810/5bbc4f0f37405.jpg"
Asheville,https://www.glassesshop.com/eyeglasses/fp1992,$12.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5d9ff9eddbb30.jpg"
Rochester,https://www.glassesshop.com/eyeglasses/fm1263,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5cf730e71cec3.jpg"
Jean,https://www.glassesshop.com/eyeglasses/fp1719,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201902/5c7757050ca47.jpg"
Derrick,https://www.glassesshop.com/eyeglasses/fp1661,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201805/5af16009d7b28.jpg"
Mandy,https://www.glassesshop.com/eyeglasses/fz1088,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201805/5af25c0791bb4.jpg"
Poppy,https://www.glassesshop.com/eyeglasses/fz1032,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202005/5ebb49bb32ac9.jpg"
Fresno,https://www.glassesshop.com/eyeglasses/fp2038,$12.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202002/5e377f71e127e.jpg"
Cooksville,https://www.glassesshop.com/eyeglasses/fp2010,$12.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5daeb72b28ac1.jpg"
Oberlin,https://www.glassesshop.com/eyeglasses/fp2032,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202001/5e28f5edb550c.jpg"
Asheville,https://www.glassesshop.com/eyeglasses/fp1991,$12.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5d9ff9e77ae6e.jpg"
Bronx,https://www.glassesshop.com/eyeglasses/fp1979,$12.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5d9ff9961f92a.jpg"
Eleanor,https://www.glassesshop.com/eyeglasses/fp1948,$12.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/202005/5ec4810dc05c2.jpg"
Laurie,https://www.glassesshop.com/eyeglasses/fz1386,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201908/5d4d19ea68174.jpg"
Milne,https://www.glassesshop.com/eyeglasses/fz1358,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201907/5d1dad7e8b665.jpg"
Genevieve,https://www.glassesshop.com/eyeglasses/fz1270,$34.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201812/5c26d172e6aa2.jpg"
Annabel,https://www.glassesshop.com/eyeglasses/ft0304,$39.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5d0318965cdb1.jpg"
Vogt,https://www.glassesshop.com/eyeglasses/fz1320,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5cf8ca4eb5fb5.jpg"
Asheville,https://www.glassesshop.com/eyeglasses/fp1990,$12.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5d9ff9e0a3ca8.jpg"
Wilsen,https://www.glassesshop.com/eyeglasses/fz1315,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201906/5cf8ca4ea18c0.jpg"
Tacab,https://www.glassesshop.com/eyeglasses/fp1831,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cb69b5102348.jpg"
Butler,https://www.glassesshop.com/eyeglasses/fp1841,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cb69b512d7b0.jpg"
Horatio,https://www.glassesshop.com/eyeglasses/sm0876,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201812/5c24368513a4f.jpg"
Haywood,https://www.glassesshop.com/eyeglasses/fm1352,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201812/5c243674485c6.jpg"
Ezekiel,https://www.glassesshop.com/eyeglasses/fz1278,$29.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201810/5bbc50f66304b.jpg"
Averies,https://www.glassesshop.com/eyeglasses/fp1828,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201904/5cb69b42234af.jpg"
Genevieve,https://www.glassesshop.com/eyeglasses/fz1269,$34.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201810/5bbc509cca408.jpg"
Winchester,https://www.glassesshop.com/eyeglasses/fp1770,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201809/5bac31dd12811.jpg"
Murphy,https://www.glassesshop.com/eyeglasses/fp1747,$39.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201807/5b5fc22e9933f.jpg"
Burke,https://www.glassesshop.com/eyeglasses/fm1243,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201805/5b05174513cea.jpg"
Jean,https://www.glassesshop.com/eyeglasses/fp1717,$24.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201805/5b03bc6e7b94e.jpg"
Isaiah,https://www.glassesshop.com/eyeglasses/fp1642,$19.95,"https://glassesshop-res.cloudinary.com/w_800,h_400,c_pad/products/201910/5db26823a6070.jpg"
